ticker,name,industry,market_cap,market_cap_num,symbol_url
BZAI,"Blaize Holdings, Inc.",Software - Application,421.76M,421760000,/stocks/bzai/
BZFD,"BuzzFeed, Inc.",Internet Content & Information,60.37M,60370000,/stocks/bzfd/
BZH,"Beazer Homes USA, Inc.",Residential Construction,650.69M,650690000,/stocks/bzh/
BZUN,Baozun Inc.,Internet Retail,189.76M,189760000,/stocks/bzun/
C,Citigroup Inc.,Banks - Diversified,181.13B,181130000000,/stocks/c/
CAAP,Corporación América Airports S.A.,Airports & Air Services,3.61B,3610000000,/stocks/caap/
CAAS,"China Automotive Systems, Inc.",Auto Parts,128.83M,128830000,/stocks/caas/
CABA,"Cabaletta Bio, Inc.",Biotechnology,330.19M,330190000,/stocks/caba/
CABO,"Cable One, Inc.",Telecommunications Services,836.19M,836190000,/stocks/cabo/
CAC,Camden National Corporation,Banks - Regional,645.58M,645580000,/stocks/cac/
CACC,Credit Acceptance Corporation,Credit Services,4.93B,4930000000,/stocks/cacc/
CACI,CACI International Inc,Information Technology Services,12.41B,12410000000,/stocks/caci/
CADE,Cadence Bank,Banks - Regional,7.03B,7030000000,/stocks/cade/
CADL,"Candel Therapeutics, Inc.",Biotechnology,295.34M,295340000,/stocks/cadl/
CAE,CAE Inc.,Aerospace & Defense,9.01B,9010000000,/stocks/cae/
CAEP,"Cantor Equity Partners III, Inc.",Shell Companies,376.06M,376060000,/stocks/caep/
CAG,"Conagra Brands, Inc.",Packaged Foods,8.22B,8220000000,/stocks/cag/
CAH,"Cardinal Health, Inc.",Medical Distribution,45.33B,45330000000,/stocks/cah/
CAI,"Caris Life Sciences, Inc.",Biotechnology,8.46B,8460000000,/stocks/cai/
CAKE,The Cheesecake Factory Incorporated,Restaurants,2.48B,2480000000,/stocks/cake/
CAL,"Caleres, Inc.",Apparel Retail,373.63M,373630000,/stocks/cal/
CALC,"CalciMedica, Inc.",Biotechnology,41.36M,41360000,/stocks/calc/
CALM,"Cal-Maine Foods, Inc.",Farm Products,4.26B,4260000000,/stocks/calm/
CALX,"Calix, Inc.",Software - Infrastructure,4.53B,4530000000,/stocks/calx/
CAMP,Camp4 Therapeutics Corporation,Biotechnology,194.86M,194860000,/stocks/camp/
CAMT,Camtek Ltd.,Semiconductors,5.66B,5660000000,/stocks/camt/
CAN,Canaan Inc.,Computer Hardware,670.67M,670670000,/stocks/can/
CANF,Can-Fite BioPharma Ltd.,Biotechnology,15.70M,15700000,/stocks/canf/
CANG,Cango Inc.,Capital Markets,710.47M,710470000,/stocks/cang/
CAPL,CrossAmerica Partners LP,Oil & Gas Refining & Marketing,807.34M,807340000,/stocks/capl/
CAPN,Cayson Acquisition Corp,Shell Companies,82.37M,82370000,/stocks/capn/
CAPR,"Capricor Therapeutics, Inc.",Biotechnology,297.62M,297620000,/stocks/capr/
CAPS,Capstone Holding Corp.,Building Materials,6.43M,6430000,/stocks/caps/
CAPT,Captivision Inc.,Building Materials,20.73M,20730000,/stocks/capt/
CAR,"Avis Budget Group, Inc.",Rental & Leasing Services,4.79B,4790000000,/stocks/car/
CARE,"Carter Bankshares, Inc.",Banks - Regional,382.70M,382700000,/stocks/care/
CARG,"CarGurus, Inc.",Auto - Dealerships,3.49B,3490000000,/stocks/carg/
CARL,"Carlsmed, Inc.",Health Information Services,342.63M,342630000,/stocks/carl/
CARR,Carrier Global Corporation,Building Products & Equipment,50.10B,50100000000,/stocks/carr/
CARS,Cars.com Inc.,Internet Content & Information,659.92M,659920000,/stocks/cars/
CART,Maplebear Inc.,Internet Retail,9.71B,9710000000,/stocks/cart/
CARV,"Carver Bancorp, Inc.",Banks - Regional,14.11M,14110000,/stocks/carv/
CASH,"Pathward Financial, Inc.",Banks - Regional,1.55B,1550000000,/stocks/cash/
CASI,"CASI Pharmaceuticals, Inc.",Biotechnology,22.31M,22310000,/stocks/casi/
CASS,"Cass Information Systems, Inc.",Specialty Business Services,516.78M,516780000,/stocks/cass/
CASY,"Casey's General Stores, Inc.",Specialty Retail,19.08B,19080000000,/stocks/casy/
CAT,Caterpillar Inc.,Farm & Heavy Construction Machinery,270.43B,270430000000,/stocks/cat/
CATO,The Cato Corporation,Apparel Retail,72.40M,72400000,/stocks/cato/
CATX,"Perspective Therapeutics, Inc.",Medical Devices,202.74M,202740000,/stocks/catx/
CATY,Cathay General Bancorp,Banks - Regional,3.10B,3100000000,/stocks/caty/
CAVA,"CAVA Group, Inc.",Restaurants,6.23B,6230000000,/stocks/cava/
CB,Chubb Limited,Insurance - Property & Casualty,108.99B,108990000000,/stocks/cb/
CBAN,"Colony Bankcorp, Inc.",Banks - Regional,279.21M,279210000,/stocks/cban/
CBAT,"CBAK Energy Technology, Inc.",Electrical Equipment & Parts,82.44M,82440000,/stocks/cbat/
CBFV,"CB Financial Services, Inc.",Banks - Regional,161.80M,161800000,/stocks/cbfv/
CBIO,"Crescent Biopharma, Inc.",Biotechnology,249.26M,249260000,/stocks/cbio/
CBK,"Commercial Bancgroup, Inc.",Banks - Regional,334.92M,334920000,/stocks/cbk/
CBL,"CBL & Associates Properties, Inc.",REIT - Retail,914.85M,914850000,/stocks/cbl/
CBLL,"CeriBell, Inc.",Medical Devices,417.97M,417970000,/stocks/cbll/
CBNA,"Chain Bridge Bancorp, Inc.",Banks - Regional,194.49M,194490000,/stocks/cbna/
CBNK,"Capital Bancorp, Inc.",Banks - Regional,460.94M,460940000,/stocks/cbnk/
CBOE,"Cboe Global Markets, Inc.",Financial Data & Stock Exchanges,25.70B,25700000000,/stocks/cboe/
CBRE,"CBRE Group, Inc.",Real Estate Services,44.68B,44680000000,/stocks/cbre/
CBRL,"Cracker Barrel Old Country Store, Inc.",Restaurants,750.45M,750450000,/stocks/cbrl/
CBSH,"Commerce Bancshares, Inc.",Banks - Regional,7.00B,7000000000,/stocks/cbsh/
CBT,Cabot Corporation,Specialty Chemicals,3.59B,3590000000,/stocks/cbt/
CBU,"Community Financial System, Inc.",Banks - Regional,2.92B,2920000000,/stocks/cbu/
CBUS,"Cibus, Inc.",Biotechnology,86.78M,86780000,/stocks/cbus/
CBZ,"CBIZ, Inc.",Specialty Business Services,2.94B,2940000000,/stocks/cbz/
CC,The Chemours Company,Specialty Chemicals,2.00B,2000000000,/stocks/cc/
CCAP,"Crescent Capital BDC, Inc.",Asset Management,523.31M,523309999,/stocks/ccap/
CCB,Coastal Financial Corporation,Banks - Regional,1.61B,1610000000,/stocks/ccb/
CCBG,"Capital City Bank Group, Inc.",Banks - Regional,663.89M,663890000,/stocks/ccbg/
CCC,CCC Intelligent Solutions Holdings Inc.,-,5.60B,5600000000,/stocks/ccc/
CCCC,"C4 Therapeutics, Inc.",Biotechnology,242.90M,242900000,/stocks/cccc/
CCCX,Churchill Capital Corp X,Shell Companies,1.00B,1000000000,/stocks/cccx/
CCEC,Capital Clean Energy Carriers Corp.,Marine Shipping,1.25B,1250000000,/stocks/ccec/
CCEL,"Cryo-Cell International, Inc.",Medical Care Facilities,36.33M,36330000,/stocks/ccel/
CCEP,Coca-Cola Europacific Partners PLC,Beverages - Non-Alcoholic,40.28B,40280000000,/stocks/ccep/
CCG,Cheche Group Inc.,Internet Content & Information,87.83M,87830000,/stocks/ccg/
CCHH,CCH Holdings Ltd,Restaurants,91.05M,91050000,/stocks/cchh/
CCI,Crown Castle Inc.,REIT - Specialty,39.29B,39290000000,/stocks/cci/
CCII,Cohen Circle Acquisition Corp. II,Shell Companies,358.04M,358040000,/stocks/ccii/
CCIX,Churchill Capital Corp IX,Shell Companies,392.66M,392660000,/stocks/ccix/
CCJ,Cameco Corporation,Uranium,44.53B,44530000000,/stocks/ccj/
CCK,"Crown Holdings, Inc.",Packaging & Containers,11.08B,11080000000,/stocks/cck/
CCL,Carnival Corporation & plc,Travel Services,37.86B,37860000000,/stocks/ccl/
CCLD,"CareCloud, Inc.",Medical - Healthcare Information Services,124.85M,124850000,/stocks/ccld/
CCM,Concord Medical Services Holdings Limited,Medical Care Facilities,23.71M,23710000,/stocks/ccm/
CCNE,CNB Financial Corporation,Banks - Regional,718.88M,718880000,/stocks/ccne/
CCO,"Clear Channel Outdoor Holdings, Inc.",Advertising Agencies,899.59M,899590000,/stocks/cco/
CCOI,"Cogent Communications Holdings, Inc.",Telecommunications Services,1.96B,1960000000,/stocks/ccoi/
CCRN,"Cross Country Healthcare, Inc.",Medical Care Facilities,401.66M,401660000,/stocks/ccrn/
CCS,"Century Communities, Inc.",Real Estate - Development,1.75B,1750000000,/stocks/ccs/
CCSI,"Consensus Cloud Solutions, Inc.",Software - Infrastructure,556.41M,556410000,/stocks/ccsi/
CCTG,CCSC Technology International Holdings Limited,Electrical Equipment & Parts,28.48M,28480000,/stocks/cctg/
CCU,Compañía Cervecerías Unidas S.A.,Beverages - Brewers,2.35B,2350000000,/stocks/ccu/
CDE,"Coeur Mining, Inc.",Gold,11.03B,11030000000,/stocks/cde/
CDIO,"Cardio Diagnostics Holdings, Inc.",Biotechnology,7.12M,7120000,/stocks/cdio/
CDLR,Cadeler A/S,Marine Shipping,1.63B,1630000000,/stocks/cdlr/
CDLX,"Cardlytics, Inc.",Advertising Agencies,103.28M,103280000,/stocks/cdlx/
CDNA,"CareDx, Inc",Medical - Diagnostics & Research,798.40M,798400000,/stocks/cdna/
CDNS,"Cadence Design Systems, Inc.",Software - Application,92.19B,92190000000,/stocks/cdns/
CDP,COPT Defense Properties,REIT - Office,3.24B,3240000000,/stocks/cdp/
CDRE,"Cadre Holdings, Inc.",Aerospace & Defense,1.73B,1730000000,/stocks/cdre/
CDRO,"Codere Online Luxembourg, S.A.",Gambling,277.95M,277950000,/stocks/cdro/
CDT,CDT Equity Inc.,Biotechnology,1.09M,1090000,/stocks/cdt/
CDTG,CDT Environmental Technology Investment Holdings Limited,Waste Management,7.40M,7400000,/stocks/cdtg/
CDTX,"Cidara Therapeutics, Inc.",Biotechnology,2.77B,2770000000,/stocks/cdtx/
CDW,CDW Corporation,Information Technology Services,20.89B,20890000000,/stocks/cdw/
CDXS,"Codexis, Inc.",Biotechnology,213.93M,213930000,/stocks/cdxs/
CDZI,Cadiz Inc.,Utilities - Regulated Water,434.70M,434700000,/stocks/cdzi/
CE,Celanese Corporation,Chemicals,4.21B,4210000000,/stocks/ce/
CECO,CECO Environmental Corp.,Pollution & Treatment Controls,1.74B,1740000000,/stocks/ceco/
CEG,Constellation Energy Corporation,Utilities - Renewable,117.78B,117780000000,/stocks/ceg/
CELC,Celcuity Inc.,Biotechnology,3.27B,3270000000,/stocks/celc/
CELH,"Celsius Holdings, Inc.",Beverages - Non-Alcoholic,15.54B,15540000000,/stocks/celh/
CELU,Celularity Inc.,Biotechnology,52.05M,52050000,/stocks/celu/
CELZ,"Creative Medical Technology Holdings, Inc.",Biotechnology,8.18M,8180000,/stocks/celz/
CENN,Cenntro Inc.,Auto Manufacturers,10.90M,10900000,/stocks/cenn/
CENT,Central Garden & Pet Company,Packaged Foods,1.93B,1930000000,/stocks/cent/
CENTA,Central Garden & Pet Company,Packaged Foods,1.78B,1780000000,/stocks/centa/
CENX,Century Aluminum Company,Aluminum,2.76B,2760000000,/stocks/cenx/
CEP,"Cantor Equity Partners, Inc.",Shell Companies,234.37M,234370000,/stocks/cep/
CEPF,"Cantor Equity Partners IV, Inc.",Shell Companies,551.77M,551770000,/stocks/cepf/
CEPO,"Cantor Equity Partners I, Inc.",Shell Companies,267.75M,267750000,/stocks/cepo/
CEPT,"Cantor Equity Partners II, Inc.",Shell Companies,362.68M,362680000,/stocks/cept/
CEPU,Central Puerto S.A.,Utilities - Regulated Electric,2.43B,2430000000,/stocks/cepu/
CERS,Cerus Corporation,Medical Devices,281.80M,281800000,/stocks/cers/
CERT,"Certara, Inc.",Health Information Services,1.87B,1870000000,/stocks/cert/
CET,Central Securities Corporation,Asset Management,1.48B,1480000000,/stocks/cet/
CETX,"Cemtrex, Inc.",Software - Infrastructure,3.56M,3560000,/stocks/cetx/
CETY,"Clean Energy Technologies, Inc.",Specialty Industrial Machinery,10.58M,10580000,/stocks/cety/
CEVA,"CEVA, Inc.",Semiconductors,649.84M,649840000,/stocks/ceva/
CF,"CF Industries Holdings, Inc.",Agricultural Inputs,13.49B,13490000000,/stocks/cf/
CFBK,CF Bankshares Inc.,Banks - Regional,149.50M,149500000,/stocks/cfbk/
CFFI,C&F Financial Corporation,Banks - Regional,221.49M,221490000,/stocks/cffi/
CFFN,"Capitol Federal Financial, Inc.",Banks - Regional,785.17M,785170000,/stocks/cffn/
CFG,"Citizens Financial Group, Inc.",Banks - Regional,21.95B,21950000000,/stocks/cfg/
CFLT,"Confluent, Inc.",Software - Infrastructure,8.18B,8180000000,/stocks/cflt/
CFR,"Cullen/Frost Bankers, Inc.",Banks - Regional,7.87B,7870000000,/stocks/cfr/
CFSB,"CFSB Bancorp, Inc.",Banks - Regional,90.18M,90180000,/stocks/cfsb/
CG,The Carlyle Group Inc.,Asset Management,19.20B,19200000000,/stocks/cg/
CGAU,Centerra Gold Inc.,Gold,2.37B,2370000000,/stocks/cgau/
CGBD,"Carlyle Secured Lending, Inc.",Asset Management,921.49M,921490000,/stocks/cgbd/
CGC,Canopy Growth Corporation,Drug Manufacturers - Specialty & Generic,385.15M,385150000,/stocks/cgc/
CGCT,Cartesian Growth Corporation III,Shell Companies,349.49M,349490000,/stocks/cgct/
CGEM,"Cullinan Therapeutics, Inc.",Biotechnology,511.58M,511580000,/stocks/cgem/
CGEN,Compugen Ltd.,Biotechnology,165.56M,165560000,/stocks/cgen/
CGNT,Cognyte Software Ltd.,Software - Infrastructure,609.29M,609290000,/stocks/cgnt/
CGNX,Cognex Corporation,Scientific & Technical Instruments,6.93B,6930000000,/stocks/cgnx/
CGON,"CG Oncology, Inc.",Biotechnology,3.30B,3300000000,/stocks/cgon/
CGTL,Creative Global Technology Holdings Limited,Specialty Retail,13.22M,13220000,/stocks/cgtl/
CGTX,"Cognition Therapeutics, Inc.",Biotechnology,157.92M,157920000,/stocks/cgtx/
CHA,Chagee Holdings Limited,Restaurants,2.91B,2910000000,/stocks/cha/
CHAC,Crane Harbor Acquisition Corp.,Shell Companies,334.37M,334370000,/stocks/chac/
CHAI,"Core AI Holdings, Inc.",Internet Content & Information,84.07M,84070000,/stocks/chai/
CHAR,Charlton Aria Acquisition Corporation,Shell Companies,114.04M,114040000,/stocks/char/
CHCI,"Comstock Holding Companies, Inc.",Real Estate Services,134.55M,134550000,/stocks/chci/
CHCO,City Holding Company,Banks - Regional,1.71B,1710000000,/stocks/chco/
CHCT,Community Healthcare Trust Incorporated,REIT - Healthcare Facilities,395.14M,395140000,/stocks/chct/
CHD,"Church & Dwight Co., Inc.",Household & Personal Products,21.06B,21060000000,/stocks/chd/
CHDN,Churchill Downs Incorporated,Gambling,6.92B,6920000000,/stocks/chdn/
CHE,Chemed Corporation,Medical Care Facilities,6.09B,6090000000,/stocks/che/
CHEC,Chenghe Acquisition III Co.,Shell Companies,166.58M,166580000,/stocks/chec/
CHEF,"The Chefs' Warehouse, Inc.",Food Distribution,2.40B,2400000000,/stocks/chef/
CHEK,Check-Cap Ltd.,Diagnostics & Research,8.13M,8130000,/stocks/chek/
CHGG,"Chegg, Inc.",Education & Training Services,114.83M,114830000,/stocks/chgg/
CHH,"Choice Hotels International, Inc.",Lodging,4.27B,4269999999,/stocks/chh/
CHKP,Check Point Software Technologies Ltd.,Software - Infrastructure,21.01B,21010000000,/stocks/chkp/
CHMG,Chemung Financial Corporation,Banks - Regional,242.76M,242760000,/stocks/chmg/
CHMI,Cherry Hill Mortgage Investment Corporation,REIT - Mortgage,87.00M,87000000,/stocks/chmi/
CHNR,"China Natural Resources, Inc.",Waste Management,6.92M,6920000,/stocks/chnr/
CHOW,ChowChow Cloud International Holdings Limited,Information Technology Services,298.83M,298830000,/stocks/chow/
CHPG,ChampionsGate Acquisition Corporation,Shell Companies,101.27M,101270000,/stocks/chpg/
CHPT,"ChargePoint Holdings, Inc.",Specialty Retail,252.22M,252220000,/stocks/chpt/
CHR,"Cheer Holding, Inc.",Advertising Agencies,1.49M,1490000,/stocks/chr/
CHRD,Chord Energy Corporation,Oil & Gas Exploration & Production,5.16B,5160000000,/stocks/chrd/
CHRS,"Coherus Oncology, Inc.",Biotechnology,195.26M,195260000,/stocks/chrs/
CHRW,"C.H. Robinson Worldwide, Inc.",Integrated Freight & Logistics,18.19B,18190000000,/stocks/chrw/
CHSN,Chanson International Holding,Restaurants,1.41M,1410000,/stocks/chsn/
CHT,"Chunghwa Telecom Co., Ltd.",Telecom Services,33.01B,33009999999,/stocks/cht/
CHTR,"Charter Communications, Inc.",Telecom Services,34.12B,34119999999,/stocks/chtr/
CHWY,"Chewy, Inc.",Internet Retail,13.99B,13990000000,/stocks/chwy/
CHYM,"Chime Financial, Inc.",Software - Application,6.38B,6380000000,/stocks/chym/
CI,The Cigna Group,Healthcare Plans,65.29B,65290000000,/stocks/ci/
CIA,"Citizens, Inc.",Insurance - Life,279.87M,279870000,/stocks/cia/
CIB,Grupo Cibest S.A.,Banks - Regional,14.83B,14830000000,/stocks/cib/
CIEN,Ciena Corporation,Communication Equipment,26.79B,26790000000,/stocks/cien/
CIFR,Cipher Mining Inc.,Capital Markets,7.33B,7330000000,/stocks/cifr/
CIG,Companhia Energética de Minas Gerais - CEMIG,Utilities - Diversified,6.60B,6600000000,/stocks/cig/
CIG.C,Companhia Energética de Minas Gerais - CEMIG,-,6.60B,6600000000,/stocks/cig.c/
CIGI,Colliers International Group Inc.,Real Estate Services,8.12B,8119999999,/stocks/cigi/
CIGL,Concorde International Group Ltd.,Security & Protection Services,59.85M,59850000,/stocks/cigl/
CIIT,"Tianci International, Inc.",Electronics & Computer Distribution,9.87M,9870000,/stocks/ciit/
CIM,Chimera Investment Corporation,REIT - Mortgage,1.03B,1030000000,/stocks/cim/
CINF,Cincinnati Financial Corporation,Insurance - Property & Casualty,24.12B,24120000000,/stocks/cinf/
CING,Cingulate Inc.,Biotechnology,21.25M,21250000,/stocks/cing/
CINT,CI&T Inc.,Software - Infrastructure,633.02M,633020000,/stocks/cint/
CIO,"City Office REIT, Inc.",REIT - Office,278.51M,278510000,/stocks/cio/
CION,CION Investment Corporation,Asset Management,476.59M,476590000,/stocks/cion/
CISO,CISO Global Inc.,Software - Infrastructure,37.32M,37320000,/stocks/ciso/
CISS,C3is Inc.,Marine Shipping,5.60M,5600000,/stocks/ciss/
CIVB,"Civista Bancshares, Inc.",Banks - Regional,415.80M,415800000,/stocks/civb/
CIVI,"Civitas Resources, Inc.",Oil & Gas Exploration & Production,2.67B,2670000000,/stocks/civi/
CIX,CompX International Inc.,Security & Protection Services,277.15M,277150000,/stocks/cix/
CJET,"Chijet Motor Company, Inc.",Auto Manufacturers,1.83M,1830000,/stocks/cjet/
CJMB,Callan JMB Inc.,Integrated Freight & Logistics,18.01M,18010000,/stocks/cjmb/
CKX,"CKX Lands, Inc.",Oil & Gas Exploration & Production,21.97M,21970000,/stocks/ckx/
CL,Colgate-Palmolive Company,Household & Personal Products,62.11B,62110000000,/stocks/cl/
CLAR,Clarus Corporation,Leisure,128.26M,128259999,/stocks/clar/
CLB,Core Laboratories Inc.,Oil & Gas Equipment & Services,742.22M,742220000,/stocks/clb/
CLBK,"Columbia Financial, Inc.",Banks - Regional,1.54B,1540000000,/stocks/clbk/
CLBT,Cellebrite DI Ltd.,Software - Infrastructure,4.17B,4170000000,/stocks/clbt/
CLCO,Cool Company Ltd.,Oil & Gas Midstream,509.09M,509090000,/stocks/clco/
CLDI,"Calidi Biotherapeutics, Inc.",Biotechnology,6.20M,6200000,/stocks/cldi/
CLDT,Chatham Lodging Trust,REIT - Hotel & Motel,322.21M,322210000,/stocks/cldt/
CLDX,"Celldex Therapeutics, Inc.",Biotechnology,1.78B,1780000000,/stocks/cldx/
CLF,Cleveland-Cliffs Inc.,Steel,6.15B,6150000000,/stocks/clf/
CLFD,"Clearfield, Inc.",Communication Equipment,487.35M,487350000,/stocks/clfd/
CLGN,CollPlant Biotechnologies Ltd.,Biotechnology,27.47M,27470000,/stocks/clgn/
CLH,"Clean Harbors, Inc.",Waste Management,11.25B,11250000000,/stocks/clh/
CLIK,Click Holdings Limited,Personal Services,8.09M,8090000,/stocks/clik/
CLIR,ClearSign Technologies Corporation,Pollution & Treatment Controls,45.61M,45610000,/stocks/clir/
CLLS,Cellectis S.A.,Biotechnology,257.35M,257350000,/stocks/clls/
CLMB,"Climb Global Solutions, Inc.",Electronics & Computer Distribution,502.93M,502930000,/stocks/clmb/
CLMT,"Calumet, Inc.",Specialty Chemicals,1.70B,1700000000,/stocks/clmt/
CLNE,Clean Energy Fuels Corp.,Oil & Gas Refining & Marketing,627.17M,627170000,/stocks/clne/
CLNN,Clene Inc.,Packaged Foods,125.87M,125870000,/stocks/clnn/
CLOV,"Clover Health Investments, Corp.",Healthcare Plans,1.81B,1810000000,/stocks/clov/
CLPR,Clipper Realty Inc.,REIT - Residential,165.18M,165180000,/stocks/clpr/
CLPS,CLPS Incorporation,Information Technology Services,26.77M,26770000,/stocks/clps/
CLPT,"ClearPoint Neuro, Inc.",Medical Devices,660.08M,660080000,/stocks/clpt/
CLRB,"Cellectar Biosciences, Inc.",Biotechnology,10.82M,10820000,/stocks/clrb/
CLRO,"ClearOne, Inc.",Communication Equipment,9.71M,9710000,/stocks/clro/
CLS,Celestica Inc.,Electronic Components,39.64B,39640000000,/stocks/cls/
CLSD,"Clearside Biomedical, Inc.",Biotechnology,21.30M,21300000,/stocks/clsd/
CLSK,"CleanSpark, Inc.",Capital Markets,5.00B,5000000000,/stocks/clsk/
CLST,"Catalyst Bancorp, Inc.",Banks - Regional,58.87M,58870000,/stocks/clst/
CLVT,Clarivate Plc,Information Technology Services,2.25B,2250000000,/stocks/clvt/
CLW,Clearwater Paper Corporation,Paper & Paper Products,283.08M,283080000,/stocks/clw/
CLWT,Euro Tech Holdings Company Limited,Pollution & Treatment Controls,9.29M,9290000,/stocks/clwt/
CLX,The Clorox Company,Household & Personal Products,13.75B,13750000000,/stocks/clx/
CLYM,"Climb Bio, Inc.",Biotechnology,138.92M,138920000,/stocks/clym/
CM,Canadian Imperial Bank of Commerce,Banks - Diversified,77.08B,77080000000,/stocks/cm/
CMA,Comerica Incorporated,Banks - Regional,9.70B,9700000000,/stocks/cma/
CMBM,Cambium Networks Corporation,Communication Equipment,84.45M,84450000,/stocks/cmbm/
CMBT,Cmb.Tech NV,Oil & Gas Midstream,2.76B,2760000000,/stocks/cmbt/
CMC,Commercial Metals Company,Steel,6.59B,6590000000,/stocks/cmc/
CMCL,Caledonia Mining Corporation Plc,Gold,542.85M,542850000,/stocks/cmcl/
CMCM,Cheetah Mobile Inc.,Internet Content & Information,225.55M,225550000,/stocks/cmcm/
CMCO,Columbus McKinnon Corporation,Farm & Heavy Construction Machinery,461.01M,461010000,/stocks/cmco/
CMCSA,Comcast Corporation,Telecom Services,102.77B,102770000000,/stocks/cmcsa/
CMCT,Creative Media & Community Trust Corporation,REIT - Office,4.38M,4380000,/stocks/cmct/
CMDB,Costamare Bulkers Holdings Limited,Marine Shipping,313.68M,313680000,/stocks/cmdb/
CME,CME Group Inc.,Financial Data & Stock Exchanges,95.74B,95740000000,/stocks/cme/
